Returns,Volatility,SHOP_weight,TSLA_weight,GOLD_weight,DAL_weight,NFLX_weight,AAPL_weight,PFE_weight,BTC_weight
31.46811696192129,0.21088610400766683,0.1828121356774809,0.17006484211042933,0.10490045785145562,0.1378418677383161,0.09557776447520513,0.06411557930227399,0.21960619979676288,0.02508115304807616
27.41753078594588,0.2367219272942504,0.29511807346598823,0.05206671813654159,0.05294041743510728,0.24401538862463132,0.23420392254328118,0.022155127197611087,0.0161584542367232,0.08334189836011614
27.17568223500958,0.22770655969016235,0.23979861801509367,0.1015969083160962,0.11938163430016968,0.18206626150046346,0.07241527090878316,0.20141470505017625,0.06101588032606984,0.02231072158314785
22.684190676008832,0.20850678069860326,0.021630805221455007,0.08805445278676048,0.035590712867934686,0.10780103426989647,0.40485518938998455,0.1557430624676464,0.14123379522833654,0.04509094776798579
22.23011083160053,0.21171895115097364,0.028722078757204852,0.21968523133376203,0.20802663015935316,0.07097840839345182,0.1425430526883878,0.13033907436621114,0.17155970773952292,0.028145816562106327
29.144411700378058,0.1924042116566928,0.13955841476956216,0.1722898385527609,0.024257443904710185,0.14913674988502948,0.03645821871467403,0.16868914981716104,0.08304765968041793,0.2265625246756843
25.810698298329555,0.17825618120449285,0.1440892960717346,0.04944170684456058,0.011707579989385855,0.11370421183226866,0.19922428965747202,0.16499407097462915,0.18464008637593388,0.1321987582540152
24.308355954056257,0.18124370938442289,0.061783139836313276,0.13916467996666293,0.09124682445643674,0.16609562787192095,0.1424714951541112,0.1463328279272096,0.12020071406125628,0.13270469072608906
29.91149052005826,0.24939272345959596,0.22222220844686227,0.20018022757558382,0.13433090751986493,0.13480100937248707,0.06394828837492761,0.16915683921208022,0.06323445031698925,0.012126069181204839
26.567273564411515,0.18934716811623767,0.011683150292628043,0.13949505446710772,0.05017305857339779,0.11110056430274395,0.20956415416791646,0.21835503869972994,0.1995797999716502,0.06004917952482587
28.18151012693125,0.20380382783955858,0.09541742860522205,0.20177018103377597,0.08565682029979022,0.19115149352977973,0.07767479198030312,0.12510044059691214,0.07468936097906007,0.14853948297515682
26.49203577349651,0.14580938108856317,0.11953627745625786,0.06837766906396829,0.01406696527566166,0.22080864390271834,0.09931537285866375,0.0033749400833180186,0.2023177512328254,0.2722023801265866
20.46282669007443,0.19721358062175143,0.15699706471360156,0.10087732395636147,0.12735646484586294,0.1235897939389609,0.14924500366639973,0.15293043236049345,0.04947201293680639,0.13953190358151354
15.552088653723697,0.1573798528652975,0.05775322654561196,0.08060584431863363,0.1903203231334157,0.17960232298648263,0.11977301689838073,0.07508170920244149,0.11212820527342439,0.1847353516416094
16.7783173745873,0.1769815760321266,0.0038005588705309185,0.17255879547103398,0.1869301615178478,0.04176715027973085,0.15838441964394437,0.10663427058771538,0.15876663149395603,0.1711580121352406
35.069448708022925,0.2016320519698922,0.18378670234221348,0.15886018526875967,0.003278544898848524,0.20105448622400235,0.09486911698103447,0.05421693693498024,0.1840746566212992,0.11985937072886196
15.519122634359018,0.21306887409073608,0.18769369662910404,0.11387930541502773,0.2711875306529882,0.023810699851961676,0.06722504393911143,0.13580328770990133,0.12566284357692623,0.07473759222497942
26.2448576683602,0.14565554387930105,0.06765520370857073,0.05910884296713266,0.005424818500050921,0.13073133056506892,0.0492766074435886,0.22244659237701644,0.25610969843110837,0.20924690600746332
31.633415836230398,0.24661019330953265,0.1483463251758104,0.2500803897864547,0.07762652545934537,0.17768966121144011,0.21332884113348827,0.00978593153372295,0.04996422376659868,0.07317810193313946
14.526004080708859,0.15846386843915433,0.02090243451192886,0.11381283961231133,0.22960673374391574,0.1565449101150325,0.009790969454442964,0.13405743755698948,0.1282385549506243,0.20704612005475487
24.781372107458626,0.20667648108527661,0.16078242716828975,0.1308787854818238,0.11279844551658179,0.17656607585817663,0.22916383641413923,0.003001880655048471,0.09420198183104639,0.09260656707489394
25.630639415560164,0.2084204448785337,0.1863199300808677,0.14620299766740896,0.1573775610229365,0.08248000331526036,0.09973397717715098,0.0909089423732656,0.19160648978246114,0.04537009858064876
23.769656377093476,0.1720514008015129,0.03150993524238149,0.049634381127001984,0.086992112121457,0.28497458145413157,0.08221442623047648,0.20509025958626248,0.15368669781602057,0.1058976064222683
21.97149897498944,0.2052087846817996,0.11762799609833106,0.19043511404864596,0.13453930359332378,0.03671999132983498,0.13062294791410986,0.12199808205805081,0.09727826003047872,0.17077830492722476
14.585650282502169,0.1740267847594125,0.2163022742868212,0.00524662837120045,0.1620078339348537,0.12264897728773527,0.08610821721344362,0.11586376910963968,0.06510142090160306,0.2267208788947031
22.25690155525062,0.2173853300792471,0.08280039825278164,0.1401358422536619,0.05584936583453835,0.05472578077103483,0.2524087652420877,0.24277440265834757,0.043332177950999445,0.12797326703654852
26.851087471505313,0.1814580364477333,0.086252671937772,0.13590202417054242,0.11185222600658101,0.20082326414639143,0.15431833163213843,0.026377261824179394,0.20735868589688278,0.07711553438551248
26.39100834720113,0.2017094400714251,0.16921808218699072,0.15324328902666332,0.17803586546780092,0.09054410324833957,0.012249129261402938,0.12376709628057682,0.23671932143721625,0.03622311309100954
19.658862310768193,0.15237560698980385,0.09012097568292901,0.040613099570998845,0.11336846400374724,0.154870101797006,0.09618438261205779,0.1694030730344301,0.17090655975138638,0.16453334354744456
28.766975962417398,0.21542136134906012,0.04337983156315222,0.22630544490714463,0.021238711717298707,0.015055567053975392,0.20115860066857189,0.19167919504117292,0.16389381101416148,0.13728883803452263
23.60506956557927,0.252600857055758,0.12065741727187271,0.2785139949266843,0.23999696608615467,0.0689903652412157,0.019300863667315142,0.1784742505793342,0.04279091907989721,0.051275223147526035
14.827253882665442,0.16250137452013397,6.506774186620508e-05,0.11591564421250973,0.17597265760450018,0.10695394714357273,0.2067858881991736,0.07850025470062745,0.13239856298130914,0.1834079774164409
